Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0.0,0,0.0,2,59.0,0.0,0.1,0.0,0.0,5,2,2,7,4,1,0,0
4,114.33,0,0.0,55,1247.36,0.0,0.01,0.0,0.0,5,3,2,3,4,1,1,0
2,70.0,0,0.0,18,443.0,0.0,0.02,24.29,0.0,5,2,5,5,4,0,1,1
4,147.33,0,0.0,19,407.83,0.0,0.0,0.0,0.0,5,2,2,7,2,0,0,0
1,5.0,0,0.0,9,95.3,0.0,0.02,0.0,0.0,5,2,2,2,3,1,0,0
1,56.0,0,0.0,7,92.5,0.09,0.12,0.0,0.4,5,3,2,1,13,1,0,0
0,0.0,0,0.0,3,258.0,0.0,0.07,0.0,0.0,5,3,2,3,4,1,1,0
0,0.0,1,100.0,13,364.35,0.0,0.02,0.0,0.0,5,3,2,2,3,1,1,0
0,0.0,0,0.0,40,4175.75,0.05,0.11,0.0,1.0,5,2,2,1,3,1,1,0
0,0.0,0,0.0,9,326.0,0.0,0.06,0.0,0.0,5,3,2,4,2,1,0,0
6,394.1,4,489.6,40,1190.4,0.0,0.01,17.19,0.0,5,3,2,1,11,1,0,0
0,0.0,0,0.0,21,830.0,0.05,0.1,0.0,0.2,5,2,2,3,1,1,0,0
0,0.0,0,0.0,5,99.67,0.0,0.04,0.0,0.6,5,2,2,5,4,1,0,0
2,56.2,0,0.0,102,5978.18,0.0,0.02,15.25,0.6,5,2,2,3,2,1,0,0
6,104.11,3,95.0,95,2411.79,0.0,0.01,16.78,0.0,5,3,2,5,6,1,0,0
0,0.0,0,0.0,9,165.0,0.0,0.02,0.0,1.0,5,2,2,4,4,1,1,0
0,0.0,0,0.0,10,111.42,0.0,0.02,0.0,0.0,5,2,2,1,2,1,0,0
0,0.0,0,0.0,10,377.5,0.02,0.06,0.0,0.0,5,1,1,2,11,1,1,0
0,0.0,0,0.0,13,190.25,0.03,0.05,0.0,0.0,5,2,2,1,13,1,0,0
0,0.0,3,101.0,7,208.5,0.0,0.02,0.0,0.0,5,2,2,1,5,0,0,0
0,0.0,0,0.0,14,1225.0,0.02,0.02,0.0,0.0,5,1,1,3,2,0,0,0
5,1023.0,0,0.0,46,4681.89,0.01,0.02,0.0,0.8,5,2,2,7,13,1,0,0
0,0.0,0,0.0,4,107.0,0.0,0.05,0.0,0.6,5,3,2,3,13,1,0,0
0,0.0,0,0.0,11,161.0,0.0,0.02,0.0,0.0,5,2,2,1,1,1,0,0
5,341.4,0,0.0,20,645.71,0.01,0.02,0.0,0.6,5,1,1,1,3,1,0,0
8,117.02,2,57.0,11,252.89,0.0,0.01,0.0,0.0,5,2,2,2,4,1,0,0
3,150.0,0,0.0,42,1722.5,0.0,0.01,0.0,0.0,5,2,2,4,2,1,0,0
0,0.0,0,0.0,5,35.67,0.08,0.07,0.0,0.0,5,1,1,1,2,1,0,0
0,0.0,0,0.0,24,460.45,0.02,0.03,0.0,0.4,5,2,2,6,13,1,0,0
6,449.25,0,0.0,29,778.36,0.01,0.02,0.0,0.0,5,3,2,5,3,1,1,0
2,14.0,2,10.0,17,713.33,0.0,0.01,0.0,0.0,5,1,1,1,5,0,0,0
0,0.0,0,0.0,7,67.33,0.1,0.1,0.0,0.0,5,3,2,1,3,1,0,0
0,0.0,0,0.0,27,392.47,0.0,0.01,0.0,0.0,5,1,1,3,2,1,0,0
0,0.0,2,7.0,23,198.88,0.0,0.01,0.0,0.8,5,2,2,1,4,1,0,0
8,121.17,0,0.0,70,961.55,0.01,0.01,26.28,0.4,5,2,2,2,3,1,0,1
0,0.0,0,0.0,29,1155.5,0.06,0.1,0.0,0.8,5,2,2,1,13,1,0,0
0,0.0,0,0.0,4,93.5,0.0,0.05,0.0,0.0,5,2,2,1,2,1,1,0
9,146.25,0,0.0,25,575.0,0.01,0.02,0.0,0.0,5,3,2,3,4,1,1,0
7,233.0,0,0.0,45,881.74,0.0,0.03,11.96,0.2,5,1,2,4,4,1,0,0
2,135.0,0,0.0,53,1511.2,0.01,0.03,0.0,0.0,5,2,2,1,6,1,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,5,2,2,1,13,1,0,0
2,127.0,0,0.0,13,473.5,0.02,0.04,0.0,0.0,5,1,1,1,2,1,0,0
0,0.0,0,0.0,3,400.67,0.0,0.05,0.0,0.4,5,2,2,1,1,1,0,0
5,224.58,5,84.0,15,674.25,0.01,0.01,0.0,0.0,5,3,2,4,2,1,0,0
1,23.0,0,0.0,20,723.25,0.04,0.05,0.0,0.4,5,3,2,1,6,1,0,0
0,0.0,0,0.0,8,211.0,0.0,0.03,0.0,0.0,5,2,2,7,2,0,0,0
0,0.0,0,0.0,11,976.0,0.0,0.03,0.0,0.0,5,2,2,1,1,1,0,0
10,268.0,2,7.0,24,551.67,0.01,0.02,0.0,0.0,5,2,2,1,2,1,0,0
0,0.0,0,0.0,2,27.0,0.0,0.05,0.0,0.0,5,3,2,3,3,1,0,0
1,16.0,0,0.0,14,446.83,0.0,0.01,0.0,0.0,5,1,1,1,4,0,0,0
2,55.0,1,36.0,24,914.51,0.02,0.02,0.0,0.4,5,3,2,8,3,1,0,0
0,0.0,0,0.0,14,108.0,0.0,0.01,0.0,0.0,5,2,2,1,19,1,0,0
1,4.0,0,0.0,50,549.92,0.0,0.01,0.0,0.0,5,4,1,1,4,1,0,0
0,0.0,0,0.0,31,1383.17,0.03,0.09,0.0,0.4,5,2,4,3,6,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,1,8,1,3,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,3,2,7,3,1,0,0
0,0.0,0,0.0,41,1271.33,0.03,0.05,0.0,0.4,5,2,2,1,13,1,0,0
0,0.0,0,0.0,4,31.0,0.1,0.12,0.0,0.8,5,3,2,7,13,1,0,0
1,0.0,3,92.5,9,359.17,0.0,0.02,58.17,0.0,5,1,1,1,5,0,0,1
3,33.0,0,0.0,2,26.0,0.01,0.07,0.0,1.0,5,1,1,3,4,1,1,0
1,15.0,1,157.0,36,3010.53,0.0,0.01,0.0,0.0,5,2,2,3,2,1,1,0
0,0.0,0,0.0,7,243.0,0.06,0.09,0.0,0.0,5,2,2,6,4,1,0,0
4,46.4,0,0.0,128,5287.23,0.02,0.03,14.98,0.4,5,2,2,3,13,1,0,0
12,672.1,2,86.0,23,237.1,0.0,0.01,0.0,0.0,5,1,1,2,6,1,0,0
3,604.5,6,75.67,50,2387.44,0.02,0.04,0.0,1.0,5,1,1,3,15,1,1,0
1,90.0,0,0.0,30,860.32,0.0,0.01,0.0,0.0,5,1,1,1,7,1,0,0
0,0.0,0,0.0,9,148.33,0.04,0.06,0.0,0.0,5,3,2,6,3,1,0,0
7,188.17,0,0.0,52,1089.64,0.0,0.01,20.12,0.0,5,2,5,6,5,1,1,1
0,0.0,0,0.0,25,1229.25,0.03,0.04,0.0,1.0,5,3,2,3,4,1,1,0
0,0.0,0,0.0,2,21.0,0.0,0.05,0.0,0.8,5,2,2,9,3,1,0,0
0,0.0,0,0.0,103,1934.99,0.03,0.04,0.0,0.8,5,3,2,1,13,1,0,0
4,82.0,0,0.0,13,242.0,0.0,0.02,31.98,0.0,5,1,2,8,3,1,0,1
1,178.0,0,0.0,3,110.0,0.0,0.02,0.0,0.2,5,3,2,3,4,1,0,0
4,177.0,0,0.0,39,1905.15,0.0,0.02,0.0,0.0,5,3,2,1,1,1,0,0
0,0.0,0,0.0,5,223.0,0.0,0.04,0.0,0.0,5,2,2,3,13,1,0,0
0,0.0,1,85.0,2,35.5,0.0,0.07,0.0,0.4,5,1,2,8,1,1,0,0
5,2156.17,2,92.0,15,463.0,0.04,0.04,0.0,0.0,5,1,2,4,4,1,1,0
0,0.0,0,0.0,14,148.0,0.06,0.1,0.0,0.6,5,4,1,4,1,1,0,0
0,0.0,0,0.0,6,202.0,0.0,0.02,0.0,0.0,5,1,1,3,1,1,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,2,5,7,3,1,0,0
5,105.5,0,0.0,16,733.25,0.0,0.01,0.0,0.0,5,3,2,1,6,0,0,0
6,475.75,1,18.0,28,1559.65,0.01,0.03,15.82,0.0,5,2,2,5,4,1,0,1
0,0.0,0,0.0,13,208.83,0.03,0.09,0.0,0.4,5,2,2,6,4,1,0,0
1,30.0,0,0.0,21,204.17,0.03,0.05,0.0,0.0,5,3,2,8,4,1,1,0
6,79.1,0,0.0,25,434.67,0.0,0.01,0.0,0.0,5,2,2,1,2,0,1,0
0,0.0,0,0.0,13,229.5,0.0,0.02,0.0,0.0,5,2,2,5,2,1,0,0
0,0.0,1,5.0,10,649.5,0.0,0.02,0.0,0.0,5,2,2,1,2,1,0,0
1,34.0,0,0.0,12,2052.83,0.02,0.02,0.0,0.0,5,1,1,1,3,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,3,6,2,2,1,0,0
6,595.1,3,1439.0,19,1119.72,0.0,0.02,0.0,0.0,5,1,1,8,2,1,0,0
0,0.0,0,0.0,27,1192.23,0.0,0.0,0.0,0.0,5,3,2,3,4,1,1,0
7,74.0,3,31.0,13,292.0,0.0,0.01,0.0,0.0,5,1,1,3,5,0,1,0
6,212.0,1,9.0,10,491.0,0.0,0.0,0.0,0.6,5,1,1,1,2,1,0,0
3,27.53,1,0.0,45,3141.26,0.02,0.04,6.67,1.0,5,3,2,1,3,1,1,1
4,133.58,2,64.0,67,1222.47,0.01,0.03,6.09,0.0,5,3,2,2,4,1,0,1
11,136.33,2,72.5,80,1552.5,0.0,0.01,28.25,0.0,5,2,2,3,4,1,0,0
9,417.25,0,0.0,42,922.21,0.0,0.02,0.0,1.0,5,4,1,1,3,1,1,0
0,0.0,0,0.0,2,12.0,0.0,0.1,0.0,0.0,5,2,2,3,13,1,0,0
1,56.0,0,0.0,17,831.39,0.03,0.06,0.0,0.0,5,3,2,4,3,1,0,0
4,40.5,0,0.0,32,593.51,0.0,0.03,0.0,0.0,5,3,2,6,3,1,0,0
0,0.0,0,0.0,4,67.5,0.0,0.05,0.0,0.6,5,2,2,1,2,1,0,0
0,0.0,0,0.0,4,29.0,0.1,0.12,0.0,0.8,5,2,2,2,4,1,0,0
0,0.0,0,0.0,39,964.07,0.02,0.06,0.0,0.0,5,2,2,1,4,1,0,0
0,0.0,0,0.0,16,421.25,0.0,0.01,0.0,0.0,5,1,1,1,1,1,0,0
0,0.0,0,0.0,5,180.5,0.04,0.07,0.0,0.0,5,2,2,1,2,1,0,0
0,0.0,0,0.0,38,1633.83,0.0,0.01,0.0,0.0,5,2,2,1,1,1,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,2,2,9,3,1,0,0
0,0.0,0,0.0,3,62.0,0.0,0.07,0.0,0.8,5,3,2,8,2,1,0,0
1,90.0,0,0.0,31,2581.21,0.02,0.03,0.0,0.4,5,3,2,6,1,1,0,0
8,114.5,0,0.0,36,513.4,0.0,0.04,16.09,0.6,5,2,2,1,3,1,0,0
0,0.0,0,0.0,10,221.0,0.1,0.12,0.0,0.2,5,3,2,6,13,1,0,0
6,124.86,3,243.0,25,1971.19,0.01,0.03,24.9,0.0,5,2,2,5,4,1,0,1
0,0.0,0,0.0,2,247.0,0.0,0.1,0.0,0.8,5,3,2,2,11,0,0,0
3,54.0,0,0.0,50,1911.33,0.0,0.01,109.59,0.0,5,2,2,7,6,1,1,1
2,47.67,0,0.0,83,3025.28,0.0,0.01,28.94,0.2,5,2,2,7,3,1,0,0
0,0.0,0,0.0,7,48.0,0.11,0.16,0.0,0.4,5,1,1,6,3,1,0,0
0,0.0,0,0.0,3,47.5,0.0,0.02,0.0,0.0,5,2,4,9,3,1,0,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,5,2,2,4,6,1,1,0
3,60.0,0,0.0,29,1846.64,0.01,0.04,0.0,0.0,5,3,2,8,6,1,0,0
5,236.25,0,0.0,41,1955.78,0.0,0.0,21.08,0.0,5,1,1,6,2,1,0,1
0,0.0,0,0.0,6,62.0,0.13,0.17,0.0,0.0,5,3,2,2,3,1,0,0
1,6.0,0,0.0,41,634.67,0.01,0.02,0.0,0.0,5,2,4,7,3,1,0,0
0,0.0,0,0.0,6,162.5,0.0,0.03,0.0,0.0,5,2,2,1,1,1,0,0
2,57.0,0,0.0,28,724.07,0.01,0.02,32.99,0.0,5,1,1,1,4,1,0,1
8,57.83,1,3.0,115,8388.32,0.01,0.03,0.0,0.8,5,3,2,2,6,1,0,0
0,0.0,0,0.0,4,247.0,0.0,0.05,0.0,0.2,5,2,2,1,2,1,0,0
0,0.0,0,0.0,4,28.0,0.0,0.05,0.0,0.6,5,4,1,1,1,1,0,0
8,440.1,7,315.0,63,2162.22,0.01,0.02,12.08,0.2,5,1,1,1,2,1,0,0
24,290.86,6,529.7,178,4339.53,0.0,0.02,6.15,0.4,5,2,2,3,4,1,0,0
0,0.0,0,0.0,10,148.5,0.09,0.1,0.0,0.4,5,1,1,1,2,1,0,0
0,0.0,0,0.0,14,416.83,0.0,0.02,0.0,0.0,5,2,2,2,2,0,1,0
4,80.0,0,0.0,16,213.37,0.04,0.05,0.0,0.0,5,3,2,1,4,1,0,0
2,17.0,0,0.0,11,440.0,0.0,0.02,54.53,0.0,5,2,4,8,4,0,0,1
1,4.0,0,0.0,46,1107.67,0.01,0.02,0.0,0.8,5,2,2,2,2,1,0,0
0,0.0,0,0.0,36,1851.83,0.01,0.04,0.0,0.4,5,4,1,2,4,1,0,0
0,0.0,1,28.0,19,1120.27,0.02,0.05,11.39,0.0,5,4,1,6,4,1,1,1
2,683.0,0,0.0,16,1215.77,0.0,0.01,30.58,0.0,5,2,2,1,4,0,0,1
0,0.0,1,38.0,10,311.0,0.02,0.04,0.0,0.0,5,2,10,2,4,1,1,0
2,11.0,0,0.0,48,2562.08,0.0,0.01,0.0,0.0,5,2,5,7,4,1,0,0
0,0.0,0,0.0,39,2827.43,0.0,0.02,11.33,0.0,5,2,2,2,4,1,0,0
4,91.0,3,135.5,69,3596.93,0.0,0.01,0.0,0.0,5,1,1,1,4,1,0,0
2,115.6,2,503.25,61,1880.27,0.0,0.01,1.04,0.0,5,2,2,1,4,1,0,0
0,0.0,0,0.0,5,249.0,0.0,0.04,0.0,0.0,5,2,2,1,6,1,0,0
7,170.83,1,39.0,4,45.33,0.0,0.01,0.0,0.0,5,3,2,1,2,1,0,0
7,67.0,2,725.5,101,4713.8,0.01,0.01,20.62,0.0,5,1,1,6,3,1,1,1
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.2,5,3,2,1,13,1,0,0
0,0.0,0,0.0,106,1974.7,0.0,0.01,1.32,0.0,5,2,2,8,3,1,0,0
0,0.0,0,0.0,3,23.0,0.07,0.1,0.0,0.6,5,3,2,1,3,1,0,0
0,0.0,0,0.0,25,960.0,0.02,0.05,0.0,0.4,5,2,2,1,11,1,0,0
0,0.0,0,0.0,31,1189.33,0.0,0.03,0.0,0.0,5,2,2,2,4,1,0,0
0,0.0,0,0.0,63,1021.0,0.03,0.06,0.0,0.8,5,2,2,1,3,1,0,0
2,42.5,0,0.0,48,970.42,0.01,0.03,5.54,0.6,5,2,2,4,4,1,0,1
0,0.0,0,0.0,11,507.33,0.0,0.02,0.0,0.0,5,2,4,1,3,1,0,0
2,4.0,0,0.0,14,203.0,0.0,0.04,0.0,0.0,5,2,5,4,3,1,0,0
9,105.43,1,13.0,42,1356.46,0.04,0.06,3.55,0.0,5,3,2,1,13,1,0,0
1,22.0,0,0.0,2,5.0,0.0,0.07,0.0,0.0,5,2,2,3,4,1,0,0
0,0.0,0,0.0,46,2308.26,0.0,0.0,0.0,0.0,5,2,2,7,2,0,0,0
1,78.0,1,14.0,37,935.56,0.0,0.03,67.74,0.0,5,2,2,1,3,1,0,0
8,197.67,0,0.0,7,88.75,0.01,0.06,0.0,1.0,5,3,2,3,2,1,1,0
3,148.0,2,58.5,33,1847.21,0.0,0.01,0.0,0.0,5,2,4,3,2,1,0,0
0,0.0,0,0.0,15,216.0,0.02,0.07,0.0,1.0,5,2,2,6,1,1,1,0
2,0.0,0,0.0,8,119.0,0.08,0.1,0.0,0.0,5,1,2,1,2,1,0,0
2,27.58,0,0.0,22,420.2,0.01,0.02,0.0,0.0,5,3,2,1,4,1,0,0
0,0.0,0,0.0,4,47.0,0.1,0.15,0.0,0.0,5,2,2,3,3,1,0,0
0,0.0,0,0.0,5,109.5,0.08,0.09,0.0,0.4,5,3,2,1,13,1,0,0
0,0.0,2,23.0,52,4167.49,0.01,0.02,0.0,0.0,5,2,2,3,1,1,0,0
0,0.0,3,36.0,23,660.4,0.02,0.02,30.32,0.6,5,1,1,1,4,1,0,1
0,0.0,0,0.0,25,375.66,0.0,0.04,0.0,0.0,5,2,5,1,2,1,0,0
1,14.0,1,38.0,46,1060.45,0.0,0.02,0.0,0.0,5,2,2,1,2,1,1,0
0,0.0,0,0.0,3,17.0,0.1,0.17,0.0,0.6,5,1,1,3,6,1,0,0
0,0.0,0,0.0,7,180.0,0.0,0.01,0.0,0.0,5,2,2,6,1,1,0,0
0,0.0,0,0.0,9,113.0,0.07,0.09,0.0,0.8,5,2,2,3,6,1,0,0
5,81.67,0,0.0,43,875.0,0.0,0.01,0.0,0.0,5,2,2,5,4,1,0,0
0,0.0,0,0.0,15,1269.5,0.01,0.06,0.0,0.6,5,2,4,9,3,1,0,0
0,0.0,0,0.0,20,2280.83,0.01,0.04,0.0,0.0,5,1,1,1,4,1,0,0
0,0.0,0,0.0,2,11.0,0.0,0.1,0.0,0.0,5,3,2,3,2,1,0,0
3,47.0,0,0.0,66,2582.7,0.0,0.01,11.97,0.0,5,2,2,1,2,1,0,0
1,55.0,2,18.0,9,548.0,0.0,0.04,17.27,0.0,5,2,4,3,4,1,0,1
3,470.0,0,0.0,21,2046.5,0.02,0.03,21.6,0.0,5,2,6,1,3,1,0,0
0,0.0,0,0.0,14,2530.5,0.01,0.05,0.0,0.6,5,2,2,9,3,1,0,0
0,0.0,0,0.0,3,31.0,0.07,0.13,0.0,0.0,5,2,2,4,3,1,0,0
5,73.5,1,55.0,41,1705.04,0.0,0.02,7.26,0.0,5,2,4,2,2,1,0,0
0,0.0,0,0.0,3,71.0,0.1,0.1,0.0,0.0,5,3,2,6,13,1,0,0
3,120.25,5,869.0,42,2066.93,0.02,0.05,17.71,0.0,5,2,2,4,4,1,0,0
3,156.8,4,262.75,12,350.43,0.0,0.04,0.0,0.4,5,3,2,1,4,1,0,0
4,417.0,0,0.0,3,344.5,0.0,0.04,0.0,0.0,5,2,2,1,3,0,0,0
1,7.0,0,0.0,9,160.5,0.0,0.02,0.0,0.0,5,2,2,2,3,1,0,0
0,0.0,0,0.0,30,586.53,0.0,0.0,30.88,0.2,5,2,2,2,2,0,0,1
2,11.0,1,0.0,35,1557.17,0.01,0.02,0.0,0.0,5,2,4,3,3,1,0,0
3,285.8,1,23.5,56,2915.17,0.0,0.0,80.12,0.0,5,2,4,3,3,0,0,1
0,0.0,0,0.0,4,100.17,0.0,0.05,0.0,0.0,5,1,8,1,11,1,0,0
0,0.0,0,0.0,6,77.0,0.0,0.02,0.0,0.6,5,2,2,2,4,1,0,0
1,7.0,0,0.0,15,421.5,0.0,0.03,0.0,0.6,5,3,2,1,3,1,0,0
0,0.0,0,0.0,70,1453.9,0.01,0.02,0.0,0.4,5,2,6,7,3,1,0,0
1,28.0,0,0.0,12,408.5,0.0,0.02,0.0,0.0,5,1,8,3,3,1,1,0
2,1172.0,0,0.0,24,1244.07,0.01,0.03,0.0,0.0,5,1,8,2,6,1,0,0
5,200.5,0,0.0,49,837.42,0.0,0.01,28.16,0.0,5,2,2,1,3,0,0,1
5,237.25,0,0.0,12,454.23,0.01,0.04,0.0,0.0,5,1,1,8,3,1,1,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,3,2,3,2,1,1,0
7,221.0,0,0.0,27,1753.58,0.0,0.01,0.0,0.2,5,1,1,1,3,1,0,0
13,611.05,7,393.32,34,1352.82,0.01,0.03,5.82,0.0,5,2,2,6,2,1,0,0
0,0.0,0,0.0,6,332.0,0.0,0.03,0.0,0.0,5,2,5,4,11,1,0,0
0,0.0,0,0.0,26,1380.83,0.0,0.02,0.0,0.0,5,2,6,4,13,1,0,0
0,0.0,0,0.0,23,684.5,0.02,0.04,0.0,0.8,5,2,2,2,6,1,0,0
0,0.0,3,103.17,21,1586.33,0.02,0.03,0.0,0.0,5,2,2,1,2,1,0,0
0,0.0,0,0.0,15,575.67,0.04,0.04,0.0,0.0,5,2,2,2,2,1,0,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,5,2,2,2,13,1,0,0
1,4.0,0,0.0,14,1319.83,0.0,0.01,0.0,0.0,5,2,2,1,5,1,0,0
0,0.0,0,0.0,21,979.02,0.0,0.02,0.0,0.0,5,2,2,1,4,1,0,0
1,17.0,4,32.0,11,948.0,0.01,0.02,25.48,0.6,5,2,2,1,6,1,0,1
8,224.0,0,0.0,16,315.25,0.0,0.01,0.0,0.0,5,3,2,1,5,0,0,0
1,3.0,0,0.0,11,549.33,0.0,0.0,0.0,0.0,5,4,2,1,3,1,0,0
0,0.0,0,0.0,7,304.33,0.0,0.03,0.0,0.0,5,1,1,1,2,0,1,0
1,14.0,1,19.0,49,1527.58,0.01,0.02,8.93,0.0,5,2,2,9,3,1,0,1
0,0.0,0,0.0,8,856.42,0.0,0.03,44.56,0.6,5,2,4,9,5,1,0,1
0,0.0,2,24.0,15,1075.5,0.0,0.01,0.0,0.0,5,6,2,4,2,1,1,0
0,0.0,0,0.0,9,368.5,0.0,0.01,0.0,0.0,5,2,2,4,1,1,0,0
0,0.0,0,0.0,3,12.0,0.07,0.13,0.0,0.0,5,2,4,3,6,1,0,0
10,586.65,3,263.67,41,1919.25,0.01,0.03,3.49,0.0,5,1,1,8,6,1,1,0
3,14.0,0,0.0,154,4712.77,0.0,0.01,3.89,0.0,5,2,5,6,3,1,0,0
0,0.0,0,0.0,11,482.67,0.0,0.02,22.74,0.0,5,1,1,6,2,0,0,1
10,363.33,0,0.0,59,2012.9,0.0,0.01,54.66,0.0,5,1,5,1,4,1,0,0
10,154.79,2,7.0,49,1714.87,0.01,0.06,1.46,1.0,5,1,1,1,2,1,1,0
0,0.0,0,0.0,16,650.83,0.0,0.02,13.99,0.0,5,2,2,7,2,1,0,1
0,0.0,0,0.0,26,781.5,0.01,0.03,0.0,0.2,5,2,2,2,3,1,0,0
1,17.5,0,0.0,17,665.98,0.0,0.0,51.61,0.0,5,2,2,4,2,0,0,1
0,0.0,2,71.0,16,244.0,0.0,0.02,0.0,0.0,5,2,2,1,4,1,0,0
0,0.0,0,0.0,24,255.32,0.02,0.04,0.0,0.6,5,2,2,8,1,1,0,0
0,0.0,0,0.0,70,2083.3,0.0,0.01,0.0,0.0,5,2,2,7,2,1,0,0
9,183.71,1,17.0,80,1143.37,0.0,0.02,12.45,0.0,5,1,1,3,3,1,1,0
1,33.0,1,27.0,18,630.87,0.0,0.0,0.0,0.0,5,1,1,3,3,0,0,0
0,0.0,2,62.33,34,1122.27,0.05,0.07,0.0,0.8,5,2,2,4,6,1,0,0
3,112.0,0,0.0,4,111.67,0.0,0.03,0.0,0.0,5,3,2,4,5,1,0,0
1,76.0,0,0.0,37,821.33,0.0,0.01,0.0,0.0,5,2,2,4,4,1,0,0
18,255.72,0,0.0,184,7706.55,0.0,0.01,6.74,0.0,5,2,2,9,6,1,0,0
0,0.0,0,0.0,5,626.0,0.0,0.04,0.0,0.0,5,1,1,1,4,1,0,0
3,83.0,0,0.0,5,47.0,0.0,0.03,0.0,0.0,5,2,2,4,1,1,0,0
0,0.0,0,0.0,17,857.0,0.02,0.08,0.0,0.0,5,4,2,4,2,1,0,0
0,0.0,0,0.0,3,44.0,0.07,0.1,0.0,0.0,5,3,2,1,15,1,0,0
1,51.0,0,0.0,66,1859.5,0.01,0.01,0.0,0.4,5,2,2,2,2,1,0,0
12,194.04,3,61.5,36,625.31,0.01,0.03,0.0,0.0,5,3,2,1,1,1,0,0
0,0.0,0,0.0,73,1209.76,0.0,0.01,0.0,0.0,5,2,4,3,1,1,1,0
0,0.0,0,0.0,19,801.58,0.01,0.04,0.0,1.0,5,1,1,1,2,1,1,0
0,0.0,0,0.0,27,1115.75,0.02,0.03,0.0,0.0,5,2,2,1,13,1,0,0
1,57.0,3,144.0,15,280.08,0.01,0.02,0.0,0.0,5,3,2,6,4,1,1,0
0,0.0,0,0.0,9,260.3,0.0,0.01,16.32,0.0,5,3,2,6,11,1,0,1
2,11.5,0,0.0,12,1562.0,0.02,0.04,33.11,0.8,5,2,2,1,1,1,0,0
1,9.0,1,82.0,93,3148.17,0.02,0.04,3.32,0.4,5,3,2,8,13,1,0,0
0,0.0,0,0.0,21,464.58,0.0,0.01,0.0,0.0,5,2,2,3,2,1,0,0
0,0.0,0,0.0,14,310.0,0.03,0.06,0.0,0.2,5,2,4,1,3,1,0,0
0,0.0,0,0.0,12,1287.0,0.0,0.02,0.0,0.4,5,4,2,2,13,1,0,0
0,0.0,0,0.0,15,153.0,0.0,0.04,0.0,0.6,5,2,10,1,3,1,0,0
0,0.0,0,0.0,41,881.17,0.01,0.02,0.0,0.6,5,2,5,1,3,1,0,0
0,0.0,0,0.0,2,247.0,0.0,0.1,0.0,0.0,5,1,1,1,1,1,0,0
2,15.0,0,0.0,26,601.77,0.0,0.01,0.0,0.8,5,2,4,1,2,0,0,0
8,201.33,2,5.0,116,3364.19,0.01,0.02,0.0,0.4,5,3,2,3,4,1,0,0
0,0.0,0,0.0,13,490.08,0.0,0.0,11.99,1.0,5,1,8,1,11,0,1,1
0,0.0,0,0.0,5,87.0,0.04,0.06,0.0,0.6,5,2,2,3,6,1,0,0
0,0.0,0,0.0,6,954.5,0.0,0.07,0.0,0.4,5,2,2,3,4,1,0,0
3,26.0,0,0.0,2,22.0,0.0,0.02,0.0,0.8,5,2,2,1,4,1,0,0
7,134.75,0,0.0,43,3283.72,0.01,0.02,24.9,0.2,5,1,2,1,4,1,0,0
2,16.0,0,0.0,29,1412.5,0.01,0.05,0.0,0.0,5,2,2,6,13,1,0,0
0,0.0,0,0.0,9,113.0,0.02,0.06,0.0,0.4,5,2,2,1,3,1,0,0
4,116.0,1,8.0,59,1828.77,0.0,0.02,26.94,0.0,5,2,2,7,6,1,0,0
3,42.0,0,0.0,24,1381.73,0.03,0.02,0.0,0.0,5,3,2,4,3,1,0,0
0,0.0,0,0.0,9,890.0,0.04,0.07,0.0,0.4,5,2,2,6,19,1,0,0
0,0.0,0,0.0,39,1183.5,0.01,0.03,0.0,0.0,5,2,2,7,1,1,0,0
2,29.0,1,113.0,14,536.04,0.0,0.0,0.0,0.0,5,2,2,3,2,1,0,0
2,12.0,0,0.0,45,547.5,0.03,0.05,13.18,0.8,5,2,10,3,2,1,0,0
0,0.0,0,0.0,88,1917.68,0.0,0.02,0.0,0.2,5,2,2,3,1,1,0,0
1,0.0,1,37.4,23,1146.5,0.02,0.02,72.52,0.0,5,2,4,1,4,1,1,1
1,43.0,0,0.0,36,2362.5,0.0,0.02,0.0,0.6,5,2,5,1,4,1,0,0
0,0.0,0,0.0,10,393.0,0.02,0.06,0.0,0.0,5,2,2,7,3,1,0,0
3,108.0,0,0.0,26,730.53,0.01,0.01,0.0,0.0,5,1,1,1,11,1,0,0
0,0.0,0,0.0,6,1563.0,0.0,0.01,0.0,0.0,5,2,2,1,4,1,0,0
